KO_fag	KO_NoFag	WT_fag	WT_NoFag
ENSMUSG00000010461	2.54656412297851	2.84299599521181	2.72291470670863	2.60246070586583
ENSMUSG00000061983	8.44203891902416	8.1477682444436	8.63276695298667	8.40718495333993
ENSMUSG00000037455	3.13545146824849	3.61129534988455	2.53786985256799	2.70167899703422
ENSMUSG00000020010	3.36093326595311	3.31858846977751	3.98516548875539	3.12256310481323
ENSMUSG00000095647	4.10737133620514	3.65974154979391	3.52139148745905	3.90248664557045
ENSMUSG00000019998	6.95737600175808	6.8308229706325	6.74885527331086	6.77621402156822
ENSMUSG00000020000	2.22204845541075	2.3029208642525	2.20961935010204	2.33233495663432
ENSMUSG00000037370	2.32411959088569	2.0714227194283	2.58886522021785	2.26366045128655
ENSMUSG00000019989	1.35054190550224	1.38141157467811	1.30208778641532	1.17017043866392
ENSMUSG00000019984	4.49220274867271	4.44991173576468	4.29016961557699	4.43453441096467
ENSMUSG00000019987	5.7791620561164	3.01411932463706	8.85575325164153	3.23678862402166
ENSMUSG00000039166	3.11556987256647	2.91107102352325	2.80645518545865	2.42358922075914
ENSMUSG00000019978	6.61068476750389	7.24473943195745	6.58133961382675	7.20776470917263
ENSMUSG00000112445	6.56198533179991	7.06493499854443	6.9104615218476	7.00950750322904
ENSMUSG00000101537	3.00676915952816	2.83394269693418	2.69559263459932	3.25912130884565
ENSMUSG00000039089	1.87952673805086	2.37745883016128	1.96282263091078	1.88823791683084
ENSMUSG00000039031	2.78125558732448	2.65913500373666	2.57070525770035	2.9755323191708
ENSMUSG00000019899	0.374392270112271	0.271900492167468	1.06310584967274	0.353624486430274
ENSMUSG00000019889	0.824934123578899	0.0303713989725694	0.567238117400624	0.787973181428899
ENSMUSG00000049109	0.353012553178534	0.445459643531006	0.754192044738236	0.212999410652326
ENSMUSG00000112111	4.82940795998598	5.10259830091649	5.144282949149	5.12042079685442
ENSMUSG00000004360	1.72205546242003	1.238938777281	1.36330144582392	1.4816824836506
ENSMUSG00000110830	2.54414606891956	2.96148786255649	2.257687462193	2.60488737195222
ENSMUSG00000019883	2.69041294578147	2.68700616161874	2.22061432472594	1.99023797170276
ENSMUSG00000038876	2.97051993619032	3.42595174861127	3.01599403519193	2.57206437864799
ENSMUSG00000111496	2.92871183761462	2.96931224103559	3.06388714081511	3.21224182219389
ENSMUSG00000111090	2.04132211976589	2.64488256040654	1.95123979852293	2.33233495663432
ENSMUSG00000110986	2.72879812468155	2.3618566775309	3.00233598125758	2.35431167328656
ENSMUSG00000069682	5.60077777811437	4.628792338085	5.68585098672235	5.04111788804551
ENSMUSG00000075266	1.84070494124297	2.09359193148677	1.55424686183417	1.68505191992468
ENSMUSG00000111397	2.85498463377069	2.75044756703812	2.60533389095279	2.76827366329777
ENSMUSG00000111211	3.55886287276291	3.6071306138548	3.95210260803729	4.13115330265016
ENSMUSG00000019792	3.67885505549617	3.47727707887654	3.4009594878181	3.99235387236544
ENSMUSG00000111080	2.98457840405102	3.26611120936137	3.07167785630505	2.45788401348966
ENSMUSG00000019791	2.45816029575694	2.26242545913339	2.0826152458021	2.78823602841813
ENSMUSG00000039697	2.29834764105554	1.64667881235985	2.29162227516767	1.28832188756902
ENSMUSG00000111442	4.26323189048337	4.35569589576902	3.99242323359555	4.33961444450641
ENSMUSG00000110744	3.43878420921285	3.26595774661887	3.34575166675528	3.47479889519487
ENSMUSG00000039684	2.89441822089595	2.56412572870089	2.99678003041835	3.22271631020049
ENSMUSG00000000295	3.74832467994569	3.22257622716977	2.73899078481408	3.4203088599913
ENSMUSG00000111664	2.72935016813936	2.58920677095103	2.50977471350292	2.77960203500561
ENSMUSG00000000296	3.4954053326124	3.36294673805944	3.67084020935775	3.3554017338151
ENSMUSG00000110960	5.62116177786341	5.49054786742827	5.1388668016987	5.26967185978921
ENSMUSG00000063760	0.453738935487927	0.305624184517413	0.650479508181167	0.922447326696073
ENSMUSG00000112906	2.75427828063719	3.20165198691762	3.1104394930274	2.79500101748475
ENSMUSG00000112914	4.507450674273	4.59991467955865	4.72402207619851	4.36744707547569
ENSMUSG00000019787	0.493217128714562	1.09692305355294	0.97265759976133	0.967082808543751
ENSMUSG00000112707	2.92235600850697	2.41739452208182	2.49719585147765	2.62624420065569
ENSMUSG00000019785	1.38993880117696	1.30792292922738	1.61392411897315	0.899443979222944
ENSMUSG00000112248	2.2879030816379	2.33999921888254	2.46004861322641	2.10753161479958
ENSMUSG00000112369	2.97834364462479	2.45991429936175	2.57994378860601	2.45236929511741
ENSMUSG00000069668	3.6900769963904	3.77094940523215	3.41926833950258	3.76645955041344
ENSMUSG00000039552	2.19134886828525	2.12342307208385	2.0184217461366	2.93648776690647
ENSMUSG00000039531	4.72350018497607	4.60774701766329	4.77096559132852	4.30461511550528
ENSMUSG00000112280	0.968512732620919	1.21646120170272	1.32927621424454	1.0050080774609
ENSMUSG00000019782	5.848290798077	5.40549973123317	5.7673824348467	5.52975124359037
ENSMUSG00000111905	2.97683578595857	2.80476612225577	3.10884847828421	3.92729758743332
ENSMUSG00000039508	1.60649271186469	1.30026318712396	1.64927902379781	1.50911611344171
ENSMUSG00000046031	4.1279763134409	4.03743733892513	5.20555818227809	4.5722477545731
ENSMUSG00000039497	4.06622409100271	3.27630994754769	4.16139672801599	3.89889405328353
ENSMUSG00000111361	3.83311215890533	3.21123941177506	3.83174519496015	3.24863183445321
ENSMUSG00000047514	5.80010761619516	6.06254518765305	5.54018400093546	5.83780596650498
ENSMUSG00000039480	4.52886274397784	3.9701451144591	3.79124106408828	3.99296784827591
ENSMUSG00000110791	2.30658196562241	2.37781950283929	2.03577330873459	2.41686846684599
ENSMUSG00000039485	1.95918304088065	2.21018098899523	1.67272496147185	2.08997367276373
ENSMUSG00000039462	2.71809490804001	2.12059714251814	2.83536238664939	2.79174278673726
ENSMUSG00000019779	1.73752357518978	1.9477804030862	1.23444446168093	2.30394334744889
ENSMUSG00000111042	3.3179541290004	3.59114446993091	3.49059421359935	3.5750630186683
ENSMUSG00000111231	2.59747665762277	2.84944053048451	2.50739433637981	3.07092301062613
ENSMUSG00000019777	3.87702712190638	3.43509267549523	3.54720722131067	3.85402354704319
ENSMUSG00000069662	7.28295138968398	7.37131604223375	6.94220738296914	7.49201467583905
ENSMUSG00000046463	2.30278109675749	2.83866629316158	1.94481164135191	2.80557469736734
ENSMUSG00000019846	0.306399685541297	0.572763398143348	0.676619759425808	0.599258563048643
ENSMUSG00000051736	2.35155537122012	2.23450057743361	2.15083393490802	2.02325944141942
ENSMUSG00000019845	0.748006485644009	0.796274226735907	0.876154987786038	1.65141817423384
ENSMUSG00000111877	4.75633124394663	4.15511525630237	4.2793474132594	4.58044774610121
ENSMUSG00000019843	2.55334769616875	2.72406000162003	3.30001580369889	3.02943232236518
ENSMUSG00000019842	2.03243378202653	2.61456319576826	1.96429900287405	2.12703466981319
ENSMUSG00000087177	2.62946508211925	3.14238696224722	2.4613716528415	2.74505480166177
ENSMUSG00000111358	3.7199354754538	3.7682032165457	4.07203247203297	4.04710186550272
ENSMUSG00000019841	1.69020153379116	2.23038577973231	2.03295300097458	1.94718509497672
ENSMUSG00000096687	2.685089563006	3.43431521286206	3.22730113639684	3.82424069087783
ENSMUSG00000039339	2.49804346744897	2.77047897454018	3.03306787319222	2.34237505351886
ENSMUSG00000019838	4.17134638177983	3.16877819111863	4.26621406150628	3.78665221690408
ENSMUSG00000077200	6.85377542346782	6.93464783230958	6.80111074905127	6.9640619246914
ENSMUSG00000111045	2.3126960259966	2.38951060876127	2.02623794658779	2.40733310469919
ENSMUSG00000038510	6.08803816944774	5.46856185056944	5.57163312921124	5.58421157183234
ENSMUSG00000019837	5.68759184605075	5.7928956683977	5.79371275521883	5.99587232215138
ENSMUSG00000075232	5.17435188649847	5.0195305907859	4.71237674712395	4.3216168004712
ENSMUSG00000038481	4.2517512951198	5.01730236626407	3.42535899776533	4.20627548572477
ENSMUSG00000063428	0.560639889442395	0.608907630534294	1.48200244912415	1.33746717225569
ENSMUSG00000038446	4.06547049623561	3.87487726280585	4.18054547948706	4.1836888383277
ENSMUSG00000038417	4.70119166863486	5.16704086415455	4.9550508744355	5.06574292625474
ENSMUSG00000091415	1.25767343269927	0.966015175739255	1.0903875192463	1.24491382469627
ENSMUSG00000019826	3.92645708648438	3.77731894098089	3.57465434249841	3.74858076776274
ENSMUSG00000019823	3.70122163134164	4.07549239259534	2.49773434174158	2.92479441005623
ENSMUSG00000019822	3.66792245150689	4.24959790218139	4.15097397512981	3.5966594947426
ENSMUSG00000078451	3.49321712871456	3.54148486980646	3.4031348074716	4.38230281874973
ENSMUSG00000019818	8.15873740993421	8.63001749405726	7.65036872340498	8.47668256783605
ENSMUSG00000075225	1.15439989843301	0.815913178736729	1.193463977099	1.39483280527775
ENSMUSG00000019813	2.06769191213492	2.20135973664516	2.5383402816278	3.10532414318802
ENSMUSG00000038332	5.8710889883436	6.63054954936122	5.0158011625366	6.02131095274697
ENSMUSG00000111131	3.77307620406868	2.96740065130443	3.59061410850047	3.20092851154018
ENSMUSG00000071324	1.22739282205556	0.921169390828176	0.782819328493318	1.20006803978519
ENSMUSG00000048756	4.34125670045131	4.75382842731628	4.10016271161001	4.64144663684603
ENSMUSG00000038302	3.06393279860575	3.9539631247421	3.69485129746738	4.0939237165408
ENSMUSG00000081873	4.78340953526547	5.03537340812721	4.95604961986442	5.25685588826883
ENSMUSG00000019804	7.63683578988381	7.18352837233029	8.45205716267686	7.79079125672845
ENSMUSG00000038280	4.9055405996104	5.24991620861447	4.23268505850482	4.59331310689615
ENSMUSG00000019802	3.18664101697129	3.29464316671658	3.24945566476993	3.351364209644
ENSMUSG00000044770	0.949683461211979	0.817224866659018	1.35469642945777	0.809679862414676
ENSMUSG00000038240	2.25936777352793	2.82975402835529	2.63772415588175	1.97692234446539
ENSMUSG00000110903	2.68024820813379	2.65194109122431	2.30913371152444	2.7456295852528
ENSMUSG00000110772	3.61390262779827	3.46575754364322	4.33602850764471	3.9549572724811
ENSMUSG00000094955	7.97850747303493	7.50372539384224	7.62374824841901	7.7464692130633
ENSMUSG00000038214	2.76254834915578	2.82748659662848	2.65860249542916	2.53689782131721
ENSMUSG00000045886	4.7436672533141	5.1508735710131	4.67543684680806	4.83828747741371
ENSMUSG00000019797	3.62600020941063	3.41757756497359	3.72415775007197	4.21896889469946
ENSMUSG00000047139	3.82039791310888	2.3993887340275	4.47885249990244	2.83496470209069
ENSMUSG00000075184	1.59988133128146	1.83298602994896	1.31342325187266	1.69451840998405
ENSMUSG00000111422	2.43874648876155	2.70055795656879	2.63964571589306	2.28309237555154
ENSMUSG00000019863	4.18947124372758	4.25251074656823	3.78028350075854	4.08358084612354
ENSMUSG00000019864	3.37381699574671	3.70121038099431	3.94474458052331	3.94587664204488
ENSMUSG00000019866	1.78803929511399	1.51607630340474	1.81005050536223	1.60841507287294
ENSMUSG00000038160	6.44041112329652	6.4455746362641	5.69332579578428	5.78068607250272
ENSMUSG00000089260	7.36621173582406	7.4183078730687	7.31775761673714	7.18584026898574
ENSMUSG00000038151	3.20046230605143	2.66611763791557	3.57491412673502	2.77737630392226
ENSMUSG00000111116	1.89379384375592	1.93429838455666	2.02479663664921	1.7134223769176
ENSMUSG00000111535	3.53073100017425	3.39827079903093	3.82838745179485	3.60711498732631
ENSMUSG00000111034	4.31141128313363	4.76960578541189	4.22132896189067	4.60242412000207
ENSMUSG00000111641	2.43873792418898	2.50997546140586	2.43065167314307	2.29873432539168
ENSMUSG00000019849	4.60234810813749	3.97874661553301	4.40557940235417	4.47301336009166
ENSMUSG00000071317	1.51372530792952	1.76568918079126	1.86988652031972	1.77083419759742
ENSMUSG00000063804	1.2676496661831	0.790312028356173	0.706218614335032	0.795791288249468
ENSMUSG00000038822	1.3694900027052	1.71222684969752	1.47903051181224	1.35441014108528
ENSMUSG00000111491	1.60535993263356	2.31289414805578	2.29321827145406	2.12621117212622
ENSMUSG00000111182	3.04581126830069	2.70187694809118	3.00571058518648	2.94462046006782
ENSMUSG00000112917	2.21564031134061	1.92398205438059	2.2318755256789	1.91643705013625
ENSMUSG00000111585	1.78039449751004	2.03239704946042	2.17351053489466	2.50270893542629
ENSMUSG00000111436	1.95560124333996	2.23287692853739	2.46712976840233	1.81548096579716
ENSMUSG00000056073	0.171872349650492	0.264090373791639	0.583945490470082	0.495514994561777
ENSMUSG00000111551	2.15285930460651	1.82340103699822	1.94343052624248	2.06614613277476
ENSMUSG00000038774	3.61338559907476	3.52878935719282	3.66013496559646	3.49724688622651
ENSMUSG00000112918	4.6870968623086	4.93906073517034	4.8151585235369	5.22549331501386
ENSMUSG00000019913	0.831637651249096	1.06879328373927	0.778875400598501	1.08416947507324
ENSMUSG00000112212	4.86285173725025	4.4016272062235	4.26327714388864	4.64437230200004
ENSMUSG00000062593	2.72572362781521	2.99891396874572	3.24261057502214	2.76644636466277
ENSMUSG00000112023	7.31052998325004	4.26318174399442	7.75225988202537	5.05678601196225
ENSMUSG00000112766	4.42381408851409	4.80105788527142	4.08330950384897	4.63117549991293
ENSMUSG00000112148	7.24964362524135	5.42890591446251	6.98224039975614	5.41407450703129
ENSMUSG00000112031	5.50935066074554	5.76131862589335	5.86145117733648	5.98280674483868
ENSMUSG00000112843	6.27711162690261	6.07189755207803	6.41796415613716	5.27232079050336
ENSMUSG00000112226	2.48455348690771	2.65566929450029	2.17785527033094	2.61880652148051
ENSMUSG00000019893	1.30430123893658	1.21762123459759	0.927703862575175	0.800186576487995
ENSMUSG00000019891	1.44214884463576	0.902425058893602	0.764074996558744	1.65654753485108
ENSMUSG00000019861	1.72226476477787	2.9568692664521	2.65051633004674	2.76205523576064
ENSMUSG00000112550	2.84138883774222	3.05135497151806	2.85628262229361	2.97075802352146
ENSMUSG00000023068	4.18044151688261	4.33055167771571	4.40312323624348	4.15096220123532
ENSMUSG00000049576	2.1408714916388	2.40269023575122	1.85441341223	2.23550857034139
ENSMUSG00000111918	1.99998354191397	1.82715707931999	1.94718656856424	2.03599822789599
ENSMUSG00000112853	3.87803986454948	3.39492218234561	3.25657212001075	3.82010762630944
ENSMUSG00000038594	2.62971445476319	2.59119543729603	2.1720846580595	2.82044938861109
ENSMUSG00000112239	4.39231524660035	4.83532798118052	4.04026707737076	5.34899140006311
ENSMUSG00000038583	2.80748394639551	2.30261434298485	2.80951704742618	2.2950693387405
ENSMUSG00000112734	3.04010483354275	3.05029554149374	2.41402453957712	3.35342322051195
ENSMUSG00000058298	2.12794045540638	1.86409398432986	2.29273023867884	2.62643730359462
ENSMUSG00000019857	2.52809107408662	2.98186734895447	2.82233889617464	3.31847203253328
ENSMUSG00000112332	4.08151206670181	4.29951325609406	4.41214482742729	4.36536916634071
ENSMUSG00000019856	1.29410738704604	1.34237512813793	1.42216904827434	2.01986549900879
ENSMUSG00000003746	4.73052042084326	5.09461384375944	4.25306407140308	5.0239118006622
ENSMUSG00000112824	5.07365527102276	5.88883414980711	5.98001980422686	5.96626551934035
ENSMUSG00000097069	3.6404380886472	3.86905348899353	4.27284184507303	3.46055647986717
ENSMUSG00000112516	1.99360407627255	2.03410861707328	1.94514995718562	1.81323260943423
ENSMUSG00000038122	1.79208213510573	2.37276124258952	1.8671464301892	1.70591936939431
ENSMUSG00000047669	2.62088126195771	2.89407160288822	2.53079894071475	3.37515821229844
ENSMUSG00000050953	1.17085863264698	0.808668667978896	1.25695399006198	1.45804587889942
ENSMUSG00000112825	4.5179973499005	4.37785360055493	4.29409776382535	4.56824837443776
ENSMUSG00000019878	3.10631043583328	2.34628044676025	2.55043330571697	3.01865011169403
ENSMUSG00000019877	6.982340690282	6.89710808527165	6.45326173150898	6.85013781815335
ENSMUSG00000019876	2.72042563623055	2.69667080187567	2.69730079766836	2.44588821899273
ENSMUSG00000019872	5.23787885390265	5.63210994392382	5.44866184340887	4.57200479171195
ENSMUSG00000058537	3.08882548660672	2.79664240207053	3.6376368310121	3.00604758909041
ENSMUSG00000075046	2.50821271325996	2.5391074181318	2.87664847528693	2.32785927385817
ENSMUSG00000038039	3.07304066416342	3.14819452442603	2.57636927670566	3.35403079036257
ENSMUSG00000019920	5.78419515818641	5.83574512255666	6.02927215859027	6.21788779120957
ENSMUSG00000003226	4.75333586273556	4.302369364686	4.34803932366887	4.15854426206781
ENSMUSG00000038010	1.36742915964375	1.62903436024033	1.72366119083305	2.34974857399915
ENSMUSG00000037990	1.21659505408933	1.13529422270055	0.772021560527083	1.15311671863848
ENSMUSG00000019917	3.84467247414731	4.4447335510129	3.73519566482571	3.89961588516897
ENSMUSG00000098188	6.8039134909842	7.48015355726497	6.38025003141373	6.95934381088316
ENSMUSG00000019916	7.75031280221883	7.46096924881377	7.71261901330136	7.76811042910623
ENSMUSG00000009647	1.93647245613561	2.14586587324509	2.1959089564657	1.40606775653685
ENSMUSG00000020111	4.18357558413349	3.7270149208396	3.95723569844479	3.42019558125017
ENSMUSG00000020109	4.51793027774552	4.61151004050236	4.68048649603742	4.35878588505213
ENSMUSG00000020108	4.41285562453302	5.64887284700007	2.81693870681134	3.84259524167247
ENSMUSG00000020107	4.69428037107037	4.86255211145841	3.92315133423459	4.41623654208082
ENSMUSG00000044475	4.8499478355313	5.39928819439263	4.37747554625626	4.93112613195377
ENSMUSG00000058297	1.44680589296924	1.29869787589529	1.16034781356043	1.78882658750866
ENSMUSG00000004207	9.55136019475552	9.60511227520057	9.57063609685261	9.28540271039032
ENSMUSG00000012819	2.51627294828861	3.7685154145044	2.40646722370018	3.28239344294087
ENSMUSG00000020101	8.55030613701614	9.40070212111383	8.10960175515388	9.0679396497286
ENSMUSG00000020100	6.90720325357842	7.04255706196519	6.8801187161151	7.54015192692366
ENSMUSG00000020099	1.25351673565016	1.33438914449191	1.38766538916832	1.11351313685286
ENSMUSG00000020098	4.65478665362108	4.05835181619243	3.92000175385758	4.58207474660891
ENSMUSG00000020097	7.25473262525779	7.17066291835903	7.06660148162655	6.51357661045091
ENSMUSG00000037202	2.52993367708433	2.62182839078235	2.74148829410187	3.26639846711721
ENSMUSG00000020092	6.81969347478227	7.57685007008496	6.0757691533106	7.37618410027848
ENSMUSG00000112256	2.91774743464736	3.51295833812526	2.8276651134044	3.35997018822417
ENSMUSG00000112875	3.00920142286077	3.91084630906824	4.03435892718913	3.4580844125789
ENSMUSG00000020091	3.63033938116178	4.48546792933888	4.14408113436659	4.00435782700065
ENSMUSG00000112229	2.80026105361501	2.66780131958786	2.74759711237712	3.22363022721312
ENSMUSG00000037151	3.51487187630771	3.17275296710735	3.5143564731316	3.1230324277407
ENSMUSG00000112255	2.05619289027714	2.30628261601464	1.57390852115861	1.70471357924913
ENSMUSG00000020089	5.76353801447131	5.02352771258288	5.95932181914925	5.36305314652261
ENSMUSG00000020088	6.84336062046975	6.6837479513787	6.76998838578782	6.81540689460036
ENSMUSG00000020087	4.10345198557195	4.64237202085984	3.85349473156465	4.35478602435115
ENSMUSG00000020085	2.37033179907483	1.93715750595996	3.29033269197711	1.94010954549897
ENSMUSG00000020086	2.59747665762277	2.8590756323356	2.9495793371447	3.13584295320246
ENSMUSG00000046687	3.60452769613783	3.45641967906388	3.80139167324637	3.44887467481954
ENSMUSG00000037031	0.68586220665696	1.30968434776077	0.85842012912487	1.22408538470894
ENSMUSG00000037012	2.50797094619436	1.85323312552191	2.2743127917378	2.06396682348594
ENSMUSG00000020080	1.71346206047582	1.61093476101828	1.26888856691358	1.39969362500409
ENSMUSG00000020079	4.2300975618389	4.35907959177438	4.4774225386769	4.966625927353
ENSMUSG00000097129	2.81931642810362	3.41452429423259	2.72923410686066	3.11032926497206
ENSMUSG00000020078	6.62092604833499	6.12701921873042	6.41851554185251	6.04591329860773
ENSMUSG00000020077	8.9696419397936	8.11134039871395	9.42111191903136	7.70993953594681
ENSMUSG00000036955	2.74443372029247	2.44204580304083	3.40680074181036	2.97628586425647
ENSMUSG00000020075	6.32019782018397	6.03780431754837	5.98685418590098	5.89852213511401
ENSMUSG00000112347	2.88742554797906	3.34558235808539	2.7973432267361	3.7197436668547
ENSMUSG00000020076	4.21008876175569	4.59240416866066	3.94930065876051	4.48485075280635
ENSMUSG00000020074	4.60250197191247	4.49042026337197	3.97567699181224	4.59424509994633
ENSMUSG00000080469	7.66190853021777	7.92350727470438	8.01806974260797	7.91901741988566
ENSMUSG00000112806	3.84683648619347	3.98096222845126	3.51853675415523	3.24219112336711
ENSMUSG00000047146	0.276782315726791	1.37162164980403	0.617449929368917	1.49665119417783
ENSMUSG00000071253	2.35904667564382	2.57576305043503	2.30757792102942	1.98123522071135
ENSMUSG00000036875	3.2979800306844	3.32267615205062	3.34980354066417	2.70334329429283
ENSMUSG00000020070	2.73900788563187	2.36897717849418	1.80993800217029	3.02519759189286
ENSMUSG00000084985	4.90354991201136	4.58279696483344	4.66260625859952	5.10676973275189
ENSMUSG00000020069	4.68197944663068	5.03049315035616	4.41911311621399	5.06987293892001
ENSMUSG00000020072	2.40815193797198	2.45641967906388	2.95955385893132	2.44887467481954
ENSMUSG00000112129	2.13683353088496	1.79296487002343	2.14186032349525	2.21823059862191
ENSMUSG00000020064	4.23741988929541	4.85513303060373	3.79367533583925	4.31523529969434
ENSMUSG00000112759	4.25957864920006	4.5261728782321	4.24703848991115	4.5523249143042
ENSMUSG00000096991	3.05194273143434	4.11034182959796	3.81053799846426	3.39379634099432
ENSMUSG00000020063	2.70015900563319	2.80185492127425	2.93862011607859	2.85237373778062
ENSMUSG00000036764	2.46843594641834	2.32375727970991	2.54762123538847	2.78344616789047
ENSMUSG00000060843	0.865095164286593	1.47876625402685	1.62719576088299	1.33920830696626
ENSMUSG00000112210	4.2263021605222	3.88235724669234	4.0023867359366	3.874812242448
ENSMUSG00000112925	2.18692344976917	2.46006649127578	2.91487862578231	2.47792443211753
ENSMUSG00000019873	4.46938973736771	4.48308079210677	4.15165202424318	4.04161797037684
ENSMUSG00000037876	5.37144827778213	5.72512582899006	5.1113384449125	5.60122220697377
ENSMUSG00000089498	7.02606486049443	7.07433260158632	7.61557685096694	7.49952784899772
ENSMUSG00000075000	4.39444468468455	4.16041154473317	4.62061914012205	4.7022092416628
ENSMUSG00000037868	5.1533850147516	5.94769361514834	4.3685618829189	5.58705405882419
ENSMUSG00000057134	5.42093136073226	5.6552589998745	4.37618305489345	5.53956202409694
ENSMUSG00000037846	1.76986373430149	1.50838531425561	1.59893692609057	1.50409044030221
ENSMUSG00000019947	3.26248080480967	2.95763089766566	3.03282012749728	2.9693890096582
ENSMUSG00000060044	1.51378351524497	1.36567549817103	1.48570498741528	1.85580420978439
ENSMUSG00000019944	3.09599955070351	3.80545143155388	1.81498864829415	3.61382234732023
ENSMUSG00000090622	2.50300613757885	2.42170530619008	2.05843264401661	2.439527802128
ENSMUSG00000019942	2.29168078801077	3.07624421097879	1.94174720074329	2.38161573415818
ENSMUSG00000069601	-0.612729227346644	-0.636582499273079	-0.28036647353974	-0.285719080620598
ENSMUSG00000048701	4.03562985877149	4.05948141173787	3.65837025433086	4.01376503669233
ENSMUSG00000043259	0.671826390820641	0.944972935510236	1.06091260991369	1.27616271288594
ENSMUSG00000037747	0.954297308384206	0.70708012878843	1.45716865457835	1.26864697466013
ENSMUSG00000014329	0.822995539657512	1.08459673557522	1.51536576868095	1.26558289122613
ENSMUSG00000112366	1.28446438392054	1.8981829418682	1.19438206267758	1.32518712076809
ENSMUSG00000003923	4.66039636990862	4.50172350866877	4.30055275098829	4.31864687958205
ENSMUSG00000019927	3.06387224672924	3.70592891588834	3.95343831691182	3.96459958329424
ENSMUSG00000037710	6.17280672288899	6.09567899690016	5.88344757899991	6.49481372866626
ENSMUSG00000060733	3.47590683809858	3.52523823421915	3.09421777133606	3.20553434351119
ENSMUSG00000019923	5.75990195874069	5.07684136015191	5.84307313566669	5.13326839983117
ENSMUSG00000052613	0.129611200619582	-0.390728613329355	0.600533995577575	-0.185156467549465
ENSMUSG00000085456	2.98129517848895	3.21439987715646	2.69483709908015	3.07593225719155
ENSMUSG00000091825	3.97267832510773	3.87015102565019	3.52810483154549	3.658909889636
ENSMUSG00000040009	2.0620699239312	2.1176580386271	1.7756118445224	2.37023981160025
ENSMUSG00000020175	1.09111868514322	1.53849239142364	1.00103636390026	1.62951513784848
ENSMUSG00000009681	1.58156644568411	2.19598573918589	2.03228248725743	1.65184883536086
ENSMUSG00000033444	3.51949278795908	3.17397501529246	3.3284064851161	3.47509488363117
ENSMUSG00000020178	3.39941634176754	2.15228551683833	3.14440115802092	2.14474051259399
ENSMUSG00000033416	3.41629587152222	3.37310795530278	3.53730040440519	3.53518165429853
ENSMUSG00000020180	4.49672148015522	4.34329264835684	4.51402944416017	4.61873354616352
ENSMUSG00000006344	3.61364015293001	4.25578287428293	3.49403421338845	4.82434901497736
ENSMUSG00000112643	4.95635588868302	5.22954622961353	5.08441754991132	5.49475234138828
ENSMUSG00000006342	2.1560071425393	2.69233485599126	2.98865665599014	2.38711528434563
ENSMUSG00000020196	4.59794600483441	4.83531213920328	4.05271330951268	4.57220827234802
ENSMUSG00000001666	4.87221392048333	5.10824979189566	5.36792021630126	5.0370825406701
ENSMUSG00000001665	2.14566602014511	1.82490228067259	2.33180394939223	2.10361519786698
ENSMUSG00000001663	3.44678319284773	3.15511525630237	3.23491823883886	3.64522836736098
ENSMUSG00000033318	2.56721900608438	2.88481061295241	2.33788056799527	3.01971482585512
ENSMUSG00000033307	8.0242912607736	7.32981311133778	8.7468230303255	7.55594868329907
ENSMUSG00000009092	2.72355034840716	2.77181808949906	3.60993852083083	3.05051758662616
ENSMUSG00000000902	4.35770326431241	4.54649873650433	4.34929306018138	4.796442375753
ENSMUSG00000000901	2.44083323748758	2.84805957262499	2.37268012031678	2.71804686446779
ENSMUSG00000049422	3.81069149533811	4.21153843512398	3.22837255984985	4.75088817336355
ENSMUSG00000033255	2.74330829893693	2.53137316533237	2.24143643784624	2.11397428278642
ENSMUSG00000049764	2.7474107634123	3.00062544909959	2.76365488106644	2.53610977098941
ENSMUSG00000020229	2.67935366467717	3.12861641308682	3.07665140224755	2.72007640152473
ENSMUSG00000020230	5.37326043904026	5.03434354454479	4.97520648680957	4.09337150522713
ENSMUSG00000033208	3.63192528447306	3.58759064918361	3.70399168755058	3.18972370347297
ENSMUSG00000020231	2.69238030659049	2.90554436502385	2.66419415770877	2.77887800870581
ENSMUSG00000001151	2.98874172050379	3.37077202179039	3.31148418524112	3.62193352028695
ENSMUSG00000033126	2.86552707395537	2.42372984953917	2.14525792562658	2.94678263312507
ENSMUSG00000001150	3.92508984008646	4.04060291408024	4.35920989612836	3.78543952987998
ENSMUSG00000033105	2.66303748249404	2.2150981829823	2.47142312204145	2.29638372309293
ENSMUSG00000086241	3.41164655826985	3.66361043113159	3.32156423702689	3.91899672268353
ENSMUSG00000001155	2.39852257934316	2.09229914811577	2.43321336419396	2.08475414387143
ENSMUSG00000020241	1.20563503524448	1.30295530584413	0.829039941891534	0.701591236953558
ENSMUSG00000001120	2.54250692739215	2.80403757428925	2.68338570405848	3.35122044902798
ENSMUSG00000001436	4.82564676619755	4.08533838244229	3.64301710501254	4.44152694488907
ENSMUSG00000001435	1.43774984887147	1.16843716985633	1.7816182679652	1.35282444585317
ENSMUSG00000020260	4.26313869744763	4.21448015326301	4.40021257847757	4.08878090394967
ENSMUSG00000020262	2.4608328351062	2.50480457463798	0.947439269060663	2.28371105178304
ENSMUSG00000032977	5.32630933336286	5.27511651021048	5.18605035458735	5.4707678043121
ENSMUSG00000000290	8.44939012852904	8.32322602086798	8.90254802133387	8.51962640943166
ENSMUSG00000009291	6.86556511368171	7.15788314029277	6.72806583829435	6.89540904010465
ENSMUSG00000020265	6.24676518021552	5.7335195416207	6.28227898850534	6.01114350418797
